ID,Fan_area,Fan_perimeter,Fan_length,Fan_width,Form_facto_fan,Altura_max,Altura_min,Fan_relief,Fan_slope,Pendiente_media_abanico,Fan_profile_curvature,Fan_planform_curvature,Fan_ruggednes,Fan_ volume,Tipo_Abanico,Tipo_asentamiento,Poblado,Cordillera,Main_stream_order,Number_streams,Stream_length,Main_stream_ length,Stream_length_ratio,Bifurcation_ratio,Ro_Coefficient,Length_catchmen,Catchment_area,Catchment_perimeter,Form_factor,Elongation_ratio,Circularity_ratio,Compactness_coefficien,Texture_ratio,Fitness_ratio,Wandering_ratio,Stream_frequency,Drainage_density,Constant_channel_Maintenance,Drainage_intensity,Infiltration_numbe,Torrentiality_coefficient,Length_overland_flow,Catchment_relief,Slope_ catchment_channel,Mean_basin_slope,Relief_ratio,Ruggedness_number,Melton_index,Unidad_geologica,Litologia,Subzona_hidrografica,Catchment
216,0.283,3.524,1.059,0.828,0.252,1.214,1.122,0.092,8.7,10.427,0.132,-0.195,1.256,0.1021,Aluvial,Sin asentamientos,No,Central,6,1227,201.864,11.182,2.050,2.073,0.989,10.194,42.513,29.893,0.409,0.722,0.598,1.303,20.841,0.374,1.097,28.862,4.748,0.211,6.078,137.044,14.654,0.105,1.23,11.000,17.729,0.121,7.476,0.189,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
217,0.107,1.831,0.541,0.396,0.367,1.383,1.326,0.057,10.5,8.360,0.149,-0.252,1.015,0.0323,Aluvial,Sin asentamientos,No,Central,6,2293,380.914,19.932,2.454,2.441,1.005,14.032,80.869,44.568,0.411,0.723,0.512,1.408,26.095,0.447,1.420,28.354,4.710,0.212,6.020,133.557,14.381,0.106,1.159,5.815,18.733,0.083,6.977,0.129,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
218,0.122,2.011,0.773,0.153,0.204,1.659,1.633,0.026,3.4,6.984,0.191,-0.296,0.877,0.0210,Aluvial,Sin asentamientos,No,Central,5,245,40.221,5.848,8.334,6.291,1.325,4.015,8.186,12.021,0.508,0.804,0.712,1.194,10.398,0.486,1.457,29.929,4.913,0.204,6.091,147.054,15.270,0.102,0.479,8.191,16.551,0.119,2.918,0.167,Batolito Antioque�o,Ignea Plutonica,Rio Nare,No torrential
219,0.469,3.918,1.456,0.488,0.221,0.828,0.759,0.069,4.7,7.781,0.091,-0.131,0.962,0.1052,Aluvial,Sin asentamientos,No,Central,6,6008,1005.066,31.472,1.822,1.862,0.979,19.297,208.498,76.301,0.560,0.844,0.450,1.501,39.908,0.412,1.631,28.816,4.821,0.207,5.978,138.906,14.604,0.104,2.061,6.549,18.492,0.107,12.320,0.143,Grupo Cajamarca,Metamorfica Foliada,Rio Nare,Torrential
220,0.106,1.791,0.604,0.382,0.291,1.649,1.626,0.023,3.8,6.201,0.243,-0.296,0.777,0.0145,Aluvial,Sin asentamientos,No,Central,5,456,80.321,4.335,4.255,3.062,1.390,5.648,16.18,19.93,0.507,0.804,0.512,1.408,11.691,0.218,0.768,28.183,4.964,0.201,5.677,139.906,14.400,0.101,0.435,10.035,16.743,0.077,2.470,0.108,Batolito Antioque�o,Ignea Plutonica,Rio Nare,No torrential
221,0.051,0.974,0.378,0.205,0.355,1.176,1.109,0.067,17.7,9.996,-0.001,-0.004,1.179,0.0265,AluvioTorrencial,Sin asentamientos,No,Central,2,10,1.963,1.402,0.703,1.500,0.468,1.465,0.53,3.324,0.247,0.561,0.603,1.297,1.805,0.422,0.957,18.868,3.704,0.270,5.094,69.883,11.321,0.135,0.424,30.243,21.345,0.289,2.160,0.582,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
222,0.069,1.119,0.411,0.241,0.407,1.143,1.064,0.079,19.2,11.957,0.035,-0.019,1.384,0.0340,AluvioTorrencial,Centro poblado ,Si,Central,3,31,6.534,2.427,1.835,1.639,1.119,2.075,1.344,5.235,0.312,0.630,0.616,1.283,3.056,0.464,1.170,23.065,4.862,0.206,4.744,112.135,11.905,0.103,0.638,26.288,20.121,0.307,3.027,0.550,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
223,0.182,2.103,0.628,0.473,0.461,1.123,1.041,0.082,13.1,7.576,0.033,-0.064,0.915,0.0539,AluvioTorrencial,Centro poblado ,Si,Central,4,66,12.235,2.319,2.607,2.472,1.054,2.291,2.865,6.722,0.546,0.834,0.797,1.128,5.058,0.345,1.012,23.037,4.271,0.234,5.394,98.378,11.867,0.117,0.657,28.331,20.809,0.287,3.544,0.388,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
224,0.369,3.488,1.231,0.514,0.244,1.157,1.07,0.087,7.1,6.933,0.053,-0.102,0.844,0.1122,AluvioTorrencial,Centro poblado ,Si,Central,4,111,18.652,4.2,1.945,1.660,1.172,3.736,4.795,9.973,0.344,0.661,0.606,1.294,5.715,0.421,1.124,23.149,3.890,0.257,5.951,90.047,11.887,0.129,0.929,22.119,23.940,0.249,5.529,0.424,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
225,0.592,4.430,1.677,0.496,0.211,0.927,0.778,0.149,8.9,9.108,0.077,-0.121,1.098,0.2616,AluvioTorrencial,Sin asentamientos,No,Central,4,93,20.144,3.628,3.177,2.622,1.212,3.613,4.903,9.38,0.376,0.692,0.700,1.203,5.117,0.387,1.004,18.968,4.109,0.243,4.617,77.930,9.790,0.122,0.873,24.063,25.414,0.242,4.030,0.394,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
226,0.101,1.641,0.633,0.328,0.254,0.754,0.718,0.036,5.7,8.541,0.216,-0.276,1.052,0.0238,AluvioTorrencial,Sin asentamientos,No,Central,4,240,44.034,6.914,1.825,1.664,1.097,6.412,10.568,15.297,0.257,0.572,0.568,1.337,7.975,0.452,1.078,22.710,4.167,0.240,5.450,94.627,11.544,0.120,1.065,15.404,22.593,0.166,5.805,0.328,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
227,0.303,3.547,1.067,0.575,0.266,0.76,0.704,0.056,5.2,9.689,0.076,-0.128,1.167,0.0626,AluvioTorrencial,Sin asentamientos,No,Central,3,39,4.686,2.345,1.614,1.614,1.000,2.157,1.197,5.372,0.257,0.572,0.521,1.395,3.723,0.437,1.087,32.581,3.915,0.255,8.323,127.549,16.708,0.128,0.535,22.814,20.073,0.248,4.453,0.489,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
228,0.711,4.234,1.620,0.629,0.271,1.237,0.912,0.325,20.1,12.170,-0.048,-0.015,1.470,0.5513,Vertiente,Centro poblado ,Si,Central,3,21,3.773,2.051,1.782,1.600,1.113,1.956,0.879,4.407,0.230,0.541,0.569,1.335,2.496,0.465,1.049,23.891,4.292,0.233,5.566,102.548,12.514,0.116,0.61,29.742,23.389,0.312,3.395,0.651,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
229,0.812,5.226,1.771,0.631,0.259,1.145,1.012,0.133,7.5,8.008,0.007,-0.024,0.961,0.2467,AluvioTorrencial,Sin asentamientos,No,Central,3,23,3.695,1.502,1.565,1.732,0.903,1.706,1.125,4.259,0.387,0.702,0.779,1.141,2.818,0.353,0.880,20.444,3.284,0.304,6.225,67.149,10.667,0.152,0.646,43.009,28.078,0.379,4.021,0.609,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
230,0.189,1.968,0.621,0.478,0.490,1.07,1.04,0.03,4.8,6.539,0.021,-0.041,0.819,0.0195,AluvioTorrencial,Sin asentamientos,No,Central,5,538,90.929,8.167,1.814,1.812,1.001,6.289,19.149,17.751,0.484,0.785,0.764,1.152,15.548,0.460,1.299,28.095,4.748,0.211,5.917,133.411,14.413,0.105,1.292,15.820,21.891,0.205,7.644,0.295,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
231,0.194,2.766,1.056,0.269,0.174,1.152,1.03,0.122,11.6,8.409,0.055,-0.132,1.022,0.1349,AluvioTorrencial,Sin asentamientos,No,Central,4,23,4.326,1.589,1.842,1.922,0.958,1.432,1.123,4.205,0.548,0.835,0.798,1.127,3.092,0.378,1.110,20.481,3.852,0.260,5.317,78.896,11.576,0.130,0.481,30.271,21.198,0.336,2.557,0.454,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
232,0.106,1.695,0.709,0.194,0.212,1.024,1.001,0.023,3.2,5.385,0.025,-0.077,0.694,0.0171,Aluvial,Sin asentamientos,No,Central,6,1237,233.542,10.751,2.032,1.948,1.043,8.987,51.477,30.188,0.637,0.901,0.710,1.195,21.929,0.356,1.196,24.030,4.537,0.220,5.297,109.021,12.860,0.110,1.343,12.492,20.244,0.149,7.113,0.187,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
233,0.313,3.281,1.128,0.311,0.246,0.921,0.881,0.04,3.5,5.627,0.078,-0.129,0.707,0.0473,Aluvial,Sin asentamientos,No,Central,5,446,76.989,8.229,2.594,2.643,0.981,3.768,16.889,20.79,1.190,1.231,0.491,1.437,11.015,0.396,2.184,26.408,4.559,0.219,5.793,120.380,13.559,0.110,0.843,10.244,18.604,0.224,4.884,0.205,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
234,0.194,2.596,0.861,0.348,0.262,1.024,0.991,0.033,3.8,5.812,0.126,-0.206,0.727,0.0298,Aluvial,Sin asentamientos,No,Central,4,173,31.136,4.929,2.058,1.701,1.210,4.268,6.967,12.027,0.382,0.698,0.605,1.295,7.400,0.410,1.155,24.831,4.469,0.224,5.556,110.973,12.775,0.112,0.524,10.631,18.697,0.123,2.911,0.199,Batolito Antioque�o,Ignea Plutonica,Rio Nare,No torrential
235,0.167,1.865,0.676,0.430,0.364,0.937,0.917,0.02,3.0,5.600,0.128,-0.196,0.703,0.0142,Aluvial,Sin asentamientos,No,Central,4,65,12.607,2.268,3.292,3.285,1.002,2.293,2.895,6.779,0.551,0.837,0.792,1.132,5.015,0.335,0.989,22.453,4.355,0.230,5.156,97.775,11.744,0.115,0.475,20.944,18.759,0.207,2.449,0.279,Batolito Antioque�o,Ignea Plutonica,Rio Nare,Torrential
236,0.295,3.373,1.214,0.307,0.200,0.881,0.858,0.023,1.9,5.189,0.095,-0.153,0.665,0.0292,Aluvial,Sin asentamientos,No,Central,5,2030,353.769,10.475,1.932,1.917,1.008,12.107,77.272,46.049,0.527,0.819,0.458,1.488,22.367,0.227,0.865,26.271,4.578,0.218,5.738,120.274,13.330,0.109,1.052,10.043,20.164,0.087,6.037,0.120,Grupo Cajamarca,Metamorfica Foliada,Rio Nare,Torrential
237,0.628,4.774,1.749,0.647,0.205,0.842,0.814,0.028,1.6,4.507,0.111,-0.138,0.589,0.0513,Aluvial,Sin asentamientos,No,Central,6,5469,986.493,36.992,1.904,1.859,1.024,31.162,213.836,87.97,0.220,0.530,0.347,1.709,31.488,0.421,1.187,25.576,4.613,0.217,5.544,117.989,12.954,0.108,1.436,3.882,18.772,0.046,7.961,0.098,Batolito Antioque�o,Ignea Plutonica,Rio Nare,No torrential
238,0.118,1.891,0.434,0.438,0.625,0.235,0.215,0.02,4.6,4.525,0.013,-0.039,0.587,0.0091,Aluvial,Sin asentamientos,No,Central,4,55,5.142,2.276,1.908,2.604,0.733,2.033,2.212,6.952,0.535,0.825,0.575,1.328,4.171,0.327,1.120,24.864,2.325,0.430,10.696,57.800,13.110,0.215,0.425,18.673,22.452,0.209,4.546,0.286,Grupo Cajamarca,Metamorfica Foliada,Rio Nare,Torrential
239,0.095,1.591,0.602,0.225,0.261,0.516,0.473,0.043,7.1,8.360,0.103,-0.201,0.998,0.0271,Aluvial,Sin asentamientos,No,Central,3,37,6.605,1.453,1.553,1.575,0.986,1.387,1.644,5.034,0.855,1.043,0.815,1.115,3.774,0.289,1.048,22.506,4.018,0.249,5.602,90.421,11.557,0.124,0.342,23.538,20.763,0.247,1.916,0.267,Grupo Cajamarca,Metamorfica Foliada,Rio Nare,Torrential
240,1.118,7.316,2.573,1.030,0.169,1.288,1.203,0.085,3.3,6.438,0.064,-0.094,0.795,0.2291,Aluvial,Centro poblado ,Si,Occidental,6,721,131.978,11.245,1.868,1.737,1.076,8.437,32.963,26.537,0.463,0.768,0.588,1.313,13.717,0.424,1.333,21.873,4.004,0.250,5.463,87.576,11.043,0.125,1.122,9.978,24.634,0.133,6.130,0.195,Formacion Penderisco,Sedimentaria detritica,Rio Sucio,Torrential
241,0.885,4.607,1.789,0.792,0.277,0.517,0.404,0.113,6.3,10.508,0.145,-0.190,1.246,0.2117,AluvioTorrencial,Centro poblado ,Si,Occidental,4,110,18.392,2.982,2.016,2.532,0.796,2.879,5.162,9.008,0.623,0.890,0.799,1.126,6.328,0.331,1.036,21.310,3.563,0.281,5.981,75.925,11.042,0.140,1.09,36.553,27.469,0.379,6.519,0.480,Formacion Penderisco,Sedimentaria detritica,Rio Sucio,Torrential
242,0.199,2.560,0.714,0.689,0.390,1.379,1.293,0.086,12.0,7.777,0.127,-0.202,0.945,0.0643,Vertiente,Sin asentamientos,No,Occidental,4,116,18.53,4.431,2.195,2.343,0.937,3.886,5.347,10.623,0.354,0.671,0.595,1.305,5.554,0.417,1.140,21.694,3.465,0.289,6.260,75.182,11.034,0.144,0.608,13.722,20.766,0.156,3.806,0.263,Formacion Penderisco,Sedimentaria detritica,Rio Sucio,Torrential
243,0.110,1.855,0.595,0.477,0.312,0.838,0.747,0.091,15.3,11.581,0.293,-0.397,1.364,0.0567,AluvioTorrencial,Casas rurales dispersas,Si,Occidental,5,140,27.475,4.557,6.322,4.826,1.310,4.289,7.258,12.979,0.395,0.709,0.541,1.369,5.547,0.351,1.062,19.289,3.785,0.264,5.096,73.018,9.920,0.132,0.91,19.969,23.797,0.212,4.637,0.338,Formacion Penderisco,Sedimentaria detritica,Rio Sucio,Torrential
244,0.269,3.462,1.090,0.721,0.226,2.12,1.841,0.279,24.0,13.384,0.034,-0.140,1.587,0.3185,Vertiente,Sin asentamientos,No,Occidental,3,20,3.915,1.112,8.146,2.536,3.212,1.308,0.926,3.726,0.541,0.830,0.838,1.100,2.952,0.298,0.850,21.598,4.228,0.237,5.109,91.315,11.879,0.118,0.812,59.000,33.607,0.621,4.148,0.844,Formacion Penderisco,Sedimentaria detritica,Rio Sucio,Torrential
245,0.023,0.787,0.278,0.115,0.296,1.354,1.327,0.027,9.7,8.466,0.275,-0.472,1.058,0.0079,AluvioTorrencial,Centro poblado ,Si,Occidental,5,216,38.519,4.77,4.760,8.569,0.556,4.604,9.754,12.99,0.460,0.765,0.726,1.182,8.622,0.367,1.036,22.145,3.949,0.253,5.608,87.451,11.482,0.127,1.233,25.849,27.901,0.268,6.914,0.395,Formacion Penderisco,Sedimentaria detritica,Rio Sucio,Torrential
246,6.91179,21.263,7.783,1.733,0.114,0.21,0.116,0.094,1.2,4.511,0.027,-0.056,0.587,0.7661,Aluvial,Sin asentamientos,No,Occidental,6,1758,295.458,12.507,1.945,1.846,1.054,10.917,64.935,35.764,0.545,0.833,0.638,1.261,24.997,0.350,1.146,27.073,4.550,0.220,5.950,123.185,13.768,0.110,0.845,6.756,20.939,0.077,5.028,0.105,Complejo ultrabasico de Ure,Ignea Volcanica ,Rio Taraza,No torrential
247,31.7832,27.0222,6.221,7.942,0.821,0.604,0.132,0.472,7.6,11.282,-0.068,-0.057,1.441,3.0748,Aluvial,Sin asentamientos,No,Occidental,6,2035,376.511,19.417,2.557,2.506,1.021,17.713,91.484,46.073,0.292,0.609,0.542,1.369,22.464,0.421,1.096,22.244,4.116,0.243,5.405,91.549,11.313,0.121,2.683,13.818,25.795,0.151,14.501,0.281,Basaltos de El Boton,Ignea Volcanica ,Rio Sucio,Torrential
248,23.362,22.6347,7.926,4.009,0.372,0.78,0.494,0.286,3.6,5.511,-0.09,-0.007,0.688,2.3738,Aluvial,Sin asentamientos,No,Occidental,7,4183,743.559,30.053,1.819,1.748,1.041,25.143,194.228,65.417,0.307,0.625,0.570,1.334,32.362,0.459,1.195,21.537,3.828,0.261,5.626,82.448,10.900,0.131,2.722,9.057,28.749,0.108,15.313,0.195,Basaltos de El Boton,Ignea Volcanica ,Rio Murri,Torrential
249,6.44042,12.7354,3.583,3.771,0.502,0.836,0.438,0.398,11.1,11.629,-0.031,-0.035,1.392,1.4933,Aluvial,Sin asentamientos,No,Occidental,6,1035,178.003,12.791,1.947,1.873,1.040,9.357,41.631,28.507,0.475,0.778,0.644,1.255,18.452,0.449,1.367,24.861,4.276,0.234,5.815,106.300,12.635,0.117,1.368,10.695,21.389,0.146,7.954,0.212,Basaltos de El Boton,Ignea Volcanica ,Rio Murri,Torrential
250,6.62368,12.1996,3.6665,3.138,0.493,0.421,0.056,0.365,10.0,8.338,-0.011,-0.012,0.988,1.4014,AluvioTorrencial,Sin asentamientos,No,Occidental,4,155,32.867,5.131,2.032,1.665,1.220,4.902,7.948,12.439,0.331,0.649,0.646,1.254,6.351,0.412,1.047,19.502,4.135,0.242,4.716,80.645,9.940,0.121,1.175,22.900,23.129,0.240,5.541,0.417,Complejo Santa Cecilia La Equis,Ignea Volcanica ,Directos Atrato,Torrential
251,5.12659,9.06088,2.521,2.801,0.807,0.274,0.047,0.227,9.0,7.515,-0.015,-0.011,0.892,0.5993,AluvioTorrencial,Sin asentamientos,No,Occidental,4,207,40.574,5.751,1.985,1.769,1.122,5.649,9.043,13.156,0.283,0.601,0.657,1.243,8.133,0.437,1.018,22.891,4.487,0.223,5.102,102.705,11.832,0.111,1.336,23.231,19.925,0.237,6.816,0.444,Complejo Santa Cecilia La Equis,Ignea Volcanica ,Directos Atrato,Torrential
252,7.35336,11.5909,3.192,3.577,0.722,0.297,0.047,0.25,7.8,7.217,-0.007,-0.011,0.864,0.8356,AluvioTorrencial,Sin asentamientos,No,Occidental,4,242,49.133,6.231,1.718,1.665,1.031,6.024,12.052,15.323,0.332,0.650,0.645,1.254,8.027,0.407,1.034,20.080,4.077,0.245,4.925,81.860,10.206,0.123,1.327,21.297,21.848,0.220,6.536,0.382,Complejo Santa Cecilia La Equis,Ignea Volcanica ,Directos Atrato,Torrential
253,8.61791,14.0964,4.958,1.992,0.351,0.212,0.044,0.168,3.4,4.283,-0.009,-0.019,0.559,0.8722,AluvioTorrencial,Sin asentamientos,No,Occidental,6,560,112.723,7.884,2.010,2.293,0.877,7.766,23.649,20.462,0.392,0.707,0.710,1.195,13.879,0.385,1.015,23.680,4.767,0.210,4.968,112.869,12.009,0.105,1.518,19.254,19.489,0.195,7.541,0.312,Complejo Santa Cecilia La Equis,Ignea Volcanica ,Directos Atrato,Torrential
254,1.67569,5.14291,1.927,1.124,0.451,0.256,0.061,0.195,10.1,8.899,0.001,0.006,1.501,0.3935,AluvioTorrencial,Sin asentamientos,No,Occidental,4,133,26.247,4.855,2.016,1.982,1.017,4.491,5.619,11.245,0.279,0.596,0.558,1.348,6.047,0.432,1.081,23.670,4.671,0.214,5.067,110.564,12.102,0.107,1.137,23.419,19.949,0.253,5.761,0.480,Complejo Santa Cecilia La Equis,Ignea Volcanica ,Directos Atrato,Torrential
255,3.95459,8.88744,2.19,3.074,0.825,0.368,0.057,0.311,14.2,6.539,-0.003,-0.005,0.786,0.7132,AluvioTorrencial,Sin asentamientos,No,Occidental,4,149,26.905,3.873,2.210,1.864,1.186,3.475,5.527,10.065,0.458,0.763,0.686,1.216,7.551,0.385,1.115,26.959,4.868,0.205,5.538,131.232,13.751,0.103,1.092,28.195,20.759,0.314,6.048,0.464,Complejo Santa Cecilia La Equis,Ignea Volcanica ,Directos Atrato,Torrential
256,16.1335,23.5374,9.255,2.071,0.188,0.66,0.232,0.428,4.6,8.654,-0.025,-0.037,3.052,4.1480,Aluvial,Sin asentamientos,No,Occidental,6,1780,345.681,20.809,2.057,1.850,1.112,15.042,81.141,41.446,0.359,0.676,0.594,1.307,21.715,0.502,1.383,21.937,4.260,0.235,5.149,93.458,11.092,0.117,2.636,12.668,26.113,0.175,13.573,0.293,Complejo Santa Cecilia La Equis,Ignea Volcanica ,Directos Atrato,Torrential
257,16.9746,30.9245,8.431,6.416,0.239,0.272,0.131,0.141,1.7,7.510,0.005,-0.031,0.922,1.2448,Aluvial,Sin asentamientos,No,Occidental,8,35611,6327.991,68.208,1.909,1.848,1.033,55.398,497.18,196.846,0.488,0.788,0.486,1.445,91.640,0.347,1.231,23.785,4.227,0.237,5.628,100.531,12.049,0.118,4.11,6.026,26.595,0.074,23.129,0.106,Formacion Penderisco,Sedimentaria detritica,Rio San Juan,Torrential
258,1.34956,9.1409,3.614,0.75,0.103,1.395,1.308,0.087,2.4,4.675,0.059,-0.093,0.609,0.3292,Aluvial,Centro poblado ,Si,Occidental,6,2932,525.007,21.191,2.070,2.055,1.007,18.516,120.008,60.317,0.350,0.668,0.415,1.564,24.653,0.351,1.144,24.432,4.375,0.229,5.585,106.883,12.391,0.114,1.506,7.107,22.146,0.081,8.411,0.137,Pluton de Mistrato,Ignea Plutonica,Rio Risaralda,Torrential
259,4.65925,11.5713,2.203,3.087,0.960,1.145,0.98,0.165,7.5,8.832,-0.015,0.013,1.061,0.3806,Aluvial,Casas rurales dispersas,Si,Occidental,4,181,29.828,4.574,2.830,2.372,1.193,3.856,6.71,10.308,0.451,0.758,0.794,1.131,8.925,0.444,1.186,26.975,4.445,0.225,6.068,119.911,13.711,0.112,0.738,16.135,21.340,0.191,4.478,0.285,Formacion Barroso,Ignea Volcanica ,Rio Risaralda,Torrential
260,2.50045,9.59179,2.679,1.071,0.348,1.145,0.963,0.182,6.8,8.705,-0.018,0.008,1.041,0.5106,AluvioTorrencial,Casas rurales dispersas,Si,Occidental,4,23,4.135,1.714,6.280,3.111,2.018,1.491,1.011,4.063,0.455,0.761,0.770,1.148,2.953,0.422,1.150,22.750,4.090,0.244,5.562,93.047,11.869,0.122,0.395,23.046,20.175,0.265,2.197,0.393,Formacion Barroso,Ignea Volcanica ,Rio Risaralda,Torrential
261,5.69916,15.2984,3.237,2.984,0.544,1.124,0.959,0.165,5.1,4.831,-0.019,0.014,1.004,0.5593,Aluvial,Casas rurales dispersas,Si,Occidental,5,298,48.689,5.173,3.511,4.945,0.710,4.964,11.216,13.897,0.455,0.761,0.730,1.179,10.938,0.372,1.042,26.569,4.341,0.230,6.120,115.338,13.552,0.115,0.68,13.145,19.661,0.137,4.162,0.203,Formacion Barroso,Ignea Volcanica ,Rio Risaralda,Torrential
262,0.296579,2.95607,1.081,0.492,0.254,1.125,1.077,0.048,4.4,10.094,0.203,-0.348,1.253,0.0543,Aluvial,Sin asentamientos,No,Central,6,1449,261.768,13.043,2.040,1.927,1.058,11.066,58.009,32.843,0.474,0.777,0.676,1.225,22.501,0.397,1.179,24.979,4.513,0.222,5.535,112.718,12.739,0.111,1.982,15.196,24.225,0.179,10.971,0.260,Formacion Quebradagrande,Ignea Volcanica ,Rio Tapias,Torrential
263,4.79571,12.2674,4.115,2.042,0.283,3.224,2.236,0.988,24.0,20.710,-0.063,-0.083,2.591,4.2574,Vertiente,Sin asentamientos,No,Central,4,35,8.106,2.095,7.922,4.350,1.821,2.741,1.671,5.416,0.222,0.532,0.716,1.190,3.323,0.387,0.764,20.946,4.851,0.206,4.318,101.607,10.772,0.103,1.04,49.642,32.588,0.379,4.491,0.805,Formacion CasaBlanca,Sedimentaria detritica,Directos magdalena,Torrential
264,12.8615,23.4018,7.093,2.722,0.256,0.385,0.248,0.137,1.9,5.611,0.004,-0.034,0.712,1.0176,Aluvial,Sin asentamientos,No,Central,7,19905,3481.659,71.795,1.810,1.734,1.044,59.174,384.865,202.628,0.224,0.534,0.240,2.055,49.939,0.354,1.213,25.361,4.436,0.225,5.717,112.502,12.893,0.113,3.675,5.119,26.927,0.062,21.010,0.131,Grupo Cajamarca,Metamorfica Foliada,Directos magdalena,No torrential
265,22.6893,35.796,11.181,5.894,0.181,0.228,0.177,0.051,0.5,3.261,-0.001,-0.003,0.452,0.5971,Aluvial,Sin asentamientos,No,Central,7,4083,682.997,28.916,1.968,2.013,0.977,23.684,124.186,57.504,0.221,0.531,0.472,1.466,36.241,0.503,1.221,32.878,5.500,0.182,5.978,180.823,16.781,0.091,0.892,3.085,13.107,0.038,5.332,0.080,Grupo Honda,Sedimentaria detritica,Directos magdalena,No torrential
266,0.107,1.673,0.570,0.291,0.330,1.250,1.172,0.078,13.7,10.038,-0.002,0.047,0.676,0.0467,AluvioTorrencial,Centro poblado ,Si,Central,4,38,17.553,5.505,1.766,0.650,3.750,4.616,4.778,11.038,0.006,0.084,0.493,1.435,6.265,0.499,0.418,7.954,3.674,0.272,2.165,29.222,15.374,0.136,1.028,18.665,29.025,0.223,3.775,0.470,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
267,0.454,4.279,1.105,0.975,0.372,1.355,1.271,0.084,7.6,4.810,-0.036,0.022,0.644,0.0967,AluvioTorrencial,Casas rurales dispersas,Si,Central,3,17,9.294,3.582,1.481,1.178,1.257,2.740,2.161,7.054,0.013,0.128,0.546,1.363,6.579,0.508,0.388,7.868,4.302,0.232,1.829,33.846,18.905,0.116,0.911,25.436,33.413,0.333,3.919,0.620,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
268,0.700,5.432,1.575,1.067,0.282,1.390,1.265,0.125,8.0,6.017,-0.075,0.040,0.562,0.2066,AluvioTorrencial,Centro poblado ,Si,Central,3,33,26.663,5.218,1.931,2.012,0.960,3.740,6.024,13.548,0.003,0.062,0.412,1.568,8.262,0.385,0.276,5.478,4.426,0.226,1.238,24.245,14.797,0.113,1.038,19.884,24.104,0.277,4.592,0.423,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
269,0.072,1.490,0.388,0.472,0.481,1.290,1.275,0.015,3.9,4.521,0.034,0.013,0.630,0.0062,AluvioTorrencial,Casas rurales dispersas,Si,Central,3,32,21.952,7.505,1.931,2.012,0.960,6.018,6.267,15.502,0.003,0.058,0.328,1.759,8.262,0.484,0.388,5.106,3.503,0.285,1.458,17.886,14.797,0.143,1.281,17.066,27.591,0.213,4.486,0.512,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
270,0.087,1.353,0.506,0.271,0.340,1.392,1.292,0.100,19.7,15.778,-0.157,0.048,1.826,0.0529,AluvioTorrencial,Sin asentamientos,No,Central,2,5,2.727,1.637,6.161,2.250,2.738,1.813,0.471,4.254,0.101,0.358,0.327,1.761,1.712,0.385,0.426,10.613,5.788,0.173,1.834,61.426,10.417,0.086,0.705,43.062,23.881,0.389,4.080,0.977,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
271,0.073,1.446,0.339,0.518,0.635,1.340,1.302,0.039,11.5,8.882,-0.327,0.029,1.332,0.0138,AluvioTorrencial,Centro poblado ,Si,Central,3,22,10.56,4.066,1.481,1.178,1.257,3.520,2.462,8.542,0.018,0.152,0.424,1.546,6.579,0.476,0.412,8.935,4.289,0.233,2.083,38.320,18.905,0.117,1.209,29.724,31.720,0.343,5.183,0.770,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
272,0.347,2.891,0.805,0.761,0.535,1.506,1.306,0.200,24.8,18.996,0.026,-0.002,2.443,0.1685,AluvioTorrencial,Centro poblado ,Si,Central,1,1,0.39,0.39,6.161,2.250,2.738,0.638,0.080,1.409,1.231,1.252,0.506,1.415,1.712,0.277,0.453,12.498,4.874,0.205,2.564,60.922,10.417,0.103,0.389,59.000,36.298,0.610,1.896,0.921,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
